Comment,Score,Wing,Sentiment
Excelente conferencia... wow me encantÃ³ _¤ï_,0.86415899,C,positive
"I am watching this now in 2021.....and I am loving VR Technology....and Augmented reality right now....so i guess we are well ahead.  _ºð_
Cannot wait for 2030.....9 years from now.",0.71954697,C,neutrally positive
"09:01 > Love this part

16:49 > I think that right now, there are apps that provides you instant voice translation. I think it is better than the subtitles. 

21:41 > A big issue here is the time zones. Were I'm working, currently we had to host a virtual conference in Switzerland. It was perfect for almost everybody, but Asia. There in China it was midnight and in Japan was 1:00 A.M. So, I guess this is something that should be solved.

26:38 > Sad, but truth, we know more about technology than from our own body

51:32 > So funny. A good joke indeed.

53:28 > Good appointment.

58:37 > Interesting. I guess that's why it is also called God's particle, right?",0.91876715,C,positive
This is great and horrifying at the same time.  Technology isn't scary it's the people who can potentially get their hands on it that is.,0.93750489,C,positive
Like I__e said before Dr. Kaku is my favorite scientist but for the first time I disagree about dogs dogs are the most successful canine on the planet they outnumber all canines but the truth is dogs have more than a symbiotic relationship with humans which is very unique on our planet they have integrated with humans to such an extent that they are considered part of our society let__ be grateful many believe without them we wouldn__ be dominating this planet,0.86760974,C,positive
He knocked back a job offer from his mentor too work on atomic weapons cause he didn't want to make terrible weapons he wanted to find a bigger explosion the big bang he's a good wise man _______,0.82381368,C,positive
"I myself admire technology, but there are limits.",0.73445016,C,neutrally positive
Heartening to have a public forum where people think about what they hear,0.84185934,C,positive
"What I like about presentation of Dr. Kaku is that he with short intervals cracks jokes, obviously logical jokes which keep the interest of audience. His presentation is never as dull as that of other genius scientists. Best thing is that he gives examples in simple manner make people to understand. This v\lecture was in 2009. now it is 2020. May be some of the inventions told by him has been achieved but are not yet available to common man.",0.95564806,C,positive
"This was an absolute great talk, loved hearing this. Thank u sir. __oh and my Fountain of youth is cold water, my freinds mom says how does calls look so young.",0.94762045,C,positive
Science has reached a point in it__ abilities when just because you CAN Do.  Sciences need to put ETHICS in to their curriculum along with each class requirement and/or independent study.  We have gone far in a society that doesn__ feel a need to consider personal human populations in there results outcomes.  Unleashed technology without equal human capacity to monitor compassion and adjustments of intricate insights or infinite human responses to a problem/situations.           Sensitivities needed to provide subtleties of insights/responses or right brain capabilities.  Just because we can doesn__ mean we should get ahead of our human being bodies especially our right brain/heart intelligence capacities at the left brain collective mind levels.  Ethics and Meditation definately  a consideration against unbridled science since we as human  beings have varied emotional maturity and we have not acknowledged reincarnation or continued life after death.,0.78633761,C,neutrally positive
"Why after 11 years, I finally get this video in my queue?  It makes me wonder what else is in Youtube that I'm missing.  Thank you Dr. Kaku.",0.96614546,C,positive
"Sadly, 11 years later, when you listen to the dr, it's mostly a PR trip.  Nothing really substantial, more of a ""get involved"" message mixed with funny positions on unique events throughout history.  In itself a unique example on how we need to stop entertaining and start solving problems.",0.80000383,C,positive
"Dr. Michio Kaku, at the end of his speech, says, ""I don't think 1984 is possible because of the internet."" On the contrary, I would say that the internet, with Big Tech controlling the narrative, has the potential of creating an Orwellian dystopia.",0.53898865,C,neutral
"sleeping in armor is ""A bad Knights sleep"" lul",0.86575699,C,positive
"Videos like these are why I love this channel - as well researched as the medieval period is, you simply cannot get this kind of authentic detail through anything other than first-hand experience.  Thank you so much for sharing your knowledge!",0.85507351,C,positive
"If there's one thing Heath Ledger has taught me, it's that any old peasant kid can become a world-class jouster in a single comical montage.",0.77430713,C,neutrally positive
"You look absolutely Stunning in your armour. My Milanese set Is finally on its way to my door. I'll porbabky Ask you a thing or two about proper maintenance, as I see your kit is still in Prestine conditions. Anyhow very very interesting practical answers from real experience. Loved It.",0.9050492,C,positive
"The debate over visor open vs visor closed has a modern parallel in the decision of tank crews to fight closed or open hatch. Closed hatch offers much more protection, especially from artillery, but at the same time, the additional situational awareness from the tank commander fighting out of the hatch can shave seconds off an engagement time or prevent the tank from going into a ditch.",0.78957927,C,neutrally positive
I__ have thought knight attacks would__e been quite common in the middle ages.,0.81372005,C,positive
"I haven't worn armour in nearly a year and a half. I seriously miss the hobby; the rich atmosphere at festivals, the talks around the evening campfire, the battles, the entertainment, and so on. Here's to resuming it soon!",0.8534925,C,positive
You should talk about how you went from CEO of Rebellion games to doing this! I think it's awesome that you're doing what you're clearly passionate about and creating such high quality content!,0.88965464,C,positive
This was really interesting to learn so much about the restrictions that wearing such armor put on the wearer. Fascinating.,0.89785784,C,positive
"Your torment at the...__ands_ of a fly caused me to laugh, not only because of your description, but because once when in dress USAF uniform, bloused trousers, white boot laces, white ascot and gloves, and hands completely occupied holding the national ensign aloft, a fly chose that moment to land on my right eyeball. It then executed a loop and vanished from view right up my right nostril. Fortunately, a modest snort ejected the beast but he then landed on the left corner of my mouth, which was a bit distasteful and caused me to instinctively curl that side of my mouth inward and upward in a bizarre grimace. So there I am all spit __ polish with VIPs and generals and possibly the ghost of Curtis Lemay himself eyeballing us intensely, and I__e got one eye squeezed shut, my lip all twisted out of anything like a normal expression, and it was at that moment that a crystal clear Technicolor mental image popped into my mind and I was convinced that everyone was staring at my Popeye The Sailor impression. _¤£ As always, I love your viddies and your channel. Thank you, sir. _____",0.51375425,C,neutral
"""Why didn't armies use gigantic magnets against knights?""",0.53642279,C,neutral
I hope whoever writes those D&D and Pathfinder books are taking notes whenever this guy uploads a video.,0.48384669,C,neutral
"What I learned from this video: the armor might look cool, but the reality of being a knight, during the medieval era involved being extremely uncomfortable nearly all the time, potentially have flies or wasps flying around in your helmet, not being able to see... all combined with really lousy toilet facilities.",0.22242308,C,neutrally negative
"Jason, I've noticed that you personally reply to so many of the comments from your viewers, compared to other YouTubers.  It shows how much you appreciate your followers, and I bet folks are delighted to get a reply from you.  I stumbled across you via the equestrian side of things, and whilst I had no particular interest in the medieval historical stuff, I have found your vids fascinating and have been subbed for a while now.  Also, I like your followers, they're a great bunch and not horribly rude and confrontational like some I've seen on other sites.  See a lot of humour in some comments and replies, and clearly a lot of knowledge out there too.",0.8951757,C,positive
"About armor getting hot:
I'm doing roman re-enactment. And what we've noticed is that, obviously, roman steel armor also gets quite hot as well. But we've noticed that steel galeae (the roman military helmet) often get a lot hotter a lot quicker then bronze galeae. We think that this comes down to the fact that bronze is much easier to polish to a mirror finish, wich reflects the sun's rays rather then absorb them, like steel would do as steel is much harder to polish to a mirror finish. So I guess the take away from this is: if you don't want to bake in your armor in the mediteranian sun, polish your bronze!",0.73790354,C,neutrally positive
"Alternative title: ""Here, I answered them, now let me drink my ale in peace at a festival.""",0.70424283,C,neutrally positive
"In the Stormlight Archive books, they asked the same question about when you had to poop while wearing armor, and they gave the same answer you did.

It also led to one of the funniest quotes in the entire book series: ""Yes. I, Prince Adolin Kholin, heir the Kholin Princedom, have shat myself three times in my Shardplate, all on purpose.""",0.80044442,C,positive
"The question about sleeping in armor I think come from some D&D players, because, at least in the old rule set, you can sleep in full plate, but you have some malus for it. About the heat, I can confirm that the heat here in sout Italy can cause you to pass out even with an incomplete set of armor. During a filming session wearing only the upper part of a plate armor (with no back plate) one of my colleagues passed out, and I've had also problems, despite being, at that time, really fit.
Great video as usual, Jason and beautiful armor.",0.93605286,C,positive
"If Jason rides around in front of the Queen wearing armour, maybe he will get leveled-up to KBE.  He has a horse, he has the armour, he can joust - I mean, is anyone better qualified to be a Knight?  Then he will be Sir Jason.",0.72008485,C,neutrally positive
We did an event a few summers ago and we had to use cooking gloves to take peoples helmets off.,0.65598357,C,neutrally positive
"How do we best disseminate knowledge to children being born into our world? How do we progress most effectively to maximize human potential? What are the best job retraining methods to prepare us for the explosion of AI? Let's build the most multivariate and equanimous community chat around civilization design and rebirthing the public intellectual. 

Thanks for joining us and godspeed with building the future.
-Simulation Team",0.53616267,C,neutral
"The most terrifying IQ statistic: __hink of how stupid the average person is, and realize half of them are stupider than that._
 - George Carlin",0.39006311,C,neutrally negative
"My best friend growing up had a severe learning disability, and didn't really grasp most things. I doubt his IQ was above 83, the last time I saw him he was a crane operator making good money and could move that thing like an extension of his body. IQ is a relative score for your intelligence on how you would handle any arbitrary topic on the average, but not in the specific, meaning you can still be well below average some ways, and well above in others.",0.67059654,C,neutrally positive
"As I get older, I can't help but suspect modern society's continual avoidance in acknowledging uncomfortable facts will result in our undoing.",0.61228043,C,neutrally positive
"In 1964, the 1st thing I had to do after reporting to Army Basic Training was to take written tests.  At the time, I thought this was an IQ test, but recently learned that it's more of a Vocation Evaluation which is similar, yet different.  All the tests had time limits and were multiple guess. The average GI score is 100, and without knowing anything about ways of getting high scores, I scored 137. I was placed into typing school and was assigned clerk typist because I could read, write, and type 13 words/minute. In 1968, I was a helicopter pilot in Vietnam and got to know a crew chief (I'll call Joe) who would answer my questions about the workings of various parts of the chopper. I perceived that Joe was smart and always had correct answers to my questions.
About a year later, I went to Italy and found that Joe and I were in the same unit. One day, Joe told me he wanted to apply for promotion to Aircraft Maintenance Warrant Officer, but he told me he had only scored 90 on his tests.  The minimum score to apply for Warrant Officer was 115, and Joe asked if I had any suggestions?  I told him that I had learned that the final score was the average of the Vocabulary, Reading Comprehension and Math scores.  I had also learned that only correct answers counted. I told Joe to find out what was the time limit for each test. I told Joe to start reading books on any subject he liked to improve his vocabulary and reading comprehension.  For the math test, I told Joe to do all of the easiest problems first and skip the difficult ones. If he got to the end of the test with time remaining, go back and work on the problems he had skipped.  When he had only a minute remaining, just mark everything remaining as ""C"".
About six months later, a very happy and excited Joe told me he had passed the tests with a score of 129 and was applying for Warrant Officer appointment. I got out of the Army shortly after that.  When I took my tests (scored 137), I didn't know the tricks I have just described. I do wonder what my score would have been if I had known those tricks in 1964?",0.63277233,C,neutrally positive
"Damn it. I wish my IQ was over 83, then I could understand what he is on about.",0.20307671,C,neutrally negative
"All opinions aside, I can't stop laughing at the fact that roughly 1 in 10 people disliked this video ______",0.4410727,C,neutral
"I agree with Jordan, expect I__ from Australia. Last year I signed up for the Australian military, took the test, but I didn__ qualify for my chosen role because I didn__ meet the required aptitude score. I was devastated at first but eventually came to terms with it and they did later inform that I was eligible to reapply within 12 months to resit the test. The military isn__ for everyone.",0.72014356,C,neutrally positive
"This is why I love this brainiac; he's totally understanding of the parity in perception that people have on ""training creativity"", where the data is crystal-clear on that. You are naturally competent to do so as our ancestors were, and that is something that our current education system doesn't recognize; that self-learning IS the highest order of intelligence, and thus by definition creative, as it does not rely on education to begin with. It relies un natural understanding from silence, introspection and resillience to give up. From a healthy point of survival, creativity must be met with a certain hardship, or there was no friction releasing any energy for growth. Any lifeform just understands it's own intelligence and works out the hardships it will face in life, or die. Which are all unique if you believe in the concept of relativity and time and beyond matter; no one person will solve your problems your way, or has a book on all the problems they solved with their ""education"". Cognition is layered, just like logic, so just give up on the hubris-control of ""intelligence"". You are as intelligent as you have always been, and that's a problem no education can solve. Because nobody realizes most students who shine or excel at their departation, mostly taught their skills and subject themselves. That's how we went from cave people to people living in posh caves. And if we don't respect natural science and ancient history, the metis will repeat.",0.90920383,C,positive
"""Dumb people are blissfully unaware how dumb they really are"" - Patrick Star",0.13178337,C,negative
"My dad worked in a wood shop, and his business partner had two adult sons who were mentally impaired, one from birth, one automobile accident. Not sure of numbers, but I guess one was in 70s, and he was able to work productively doing simple tasks around the furniture shop, such as sanding and shaving. The other required constant supervision, like babysitting a 4-year-old. 

Great folks, and I feel both sons reached their potential. Yet I wonder how few families could manage the same nowadays, without stay-at-home mothers and so few low stress, low-risk manual labor jobs.",0.74404001,C,neutrally positive
"I had a teacher who said, ""Some people are smarter than others, that's okay. We shouldn't judge people because of that but we can't pretend everyone is the same""",0.76487893,C,neutrally positive
"When I got into the military (mandatory service here) as a med student (took an IQ test once, scored 141) I was utterly shocked. Seriously. The amount of stupidity there is overwhelming. I was living in my socioeconomic bubble the whole time and never realized how incompetent the average person really is.",0.13490994,C,negative
The Intelligence quotient test in the military is called the ASVAB which stands for Armed Services Vocational Aptitude Battery. The test constantly changes as jobs in the military change and you can achieve a score from 5 to 99. You get 5 points just for showing up on time and filling out your identification correctly. The minimum score to get into each branch of the military changes with the need of each branch and does not go below 18. It tests existing knowledge and how fast you think in different areas. You are not just testing to qualify for the military but to also to see if you qualify for different jobs. It can show you what jobs can excel at.,0.94166768,C,positive
"Speaking as a Navy veteran, the military doesn't kick people out because they are too stupid to learn any skill well enough to make training them worthwhile. The military kicks people out because they cannot function in a cohesive group. They are unable to fall into formation, or could fall into machinery, or maybe even blow up the ship. Such people possibly could work in fast food or a stock room, but not some place where the ability to function reliably means life or death.",0.71216202,C,neutrally positive
"We went on maneuvers from Fort Lewis, Washington, to the wilds of Alaska in January and February. We were dropped off in a cold, empty area without anything in sight except small trees, snow and ice. There were ten-man tents laid out in a line and each squad was assigned to one  tent. My squad and I stood around shocked at the cold, sudden,  unexpected, bleak surroundings around our flat tent. Someone had to crawl under the tent and set up the tent pole.  No one moved. One member of our squad who we used to tease because he was so dumb got on his hands and knees in the snow, crawled under the tent and began setting up the tent pole and tent.  He motivated us all!  The measure of a man is not his IQ but of how well he bears the burdens life presents. At that moment in the cold and snow he was the best man.",0.94668627,C,positive
"Love the ending.  ""It's hard to train people to become adaptive, creative, problem solvers.""  ""No, it's impossible.  The data is crystal clear.""",0.84761143,C,positive
"Every time I turn around, I learn yet another piece of useful information from this man to improve how I run my business.",0.96699142,C,positive
Analytical analysis to everything..and respect for all. Love his train of thought,0.98117197,C,positive
I appreciate your insights into IQ ... I praticipated in a selection program with the USArmy that took qualifying college students from across the country and trained them after college graduation to become professional lifetime officers ... I trrained to become an infantry officer which was required but was commissioned in mil intel ... trained as research analyst and assigned to the security team of the Assistant Cheif of Staff of Intell ... world wide ... I was definately working with the best of the best ... and I watched them die and be maimed for life ... but I did have an exceptional view of Vietnam ... and the US military worldwide ... and working with your insights it has occurred to me that the problem then is the problem now ... the lower third of the herd curve ... whether IQ ... EQ or erudition lacking in intellect ... empathy ... and/or education are self deluded ... and easily deceived ... and have as much grasp of sociopolitical reality as they do of quantum theory ...,0.7937609,C,neutrally positive
"_ New Video! - Is China's Social Credit System Real? I Found Out - https://youtu.be/s22tMR4YoN0
_ My Buddy's Podcast - Jordan Harbinger - https://www.jordanharbinger.com/ __
_ The Documentary Conquering Northern China: - https://vimeo.com/ondemand/conqueringnorthernchina __
_ Support me on Patreon for early release, and much more! http://www.patreon.com/laowhy86",0.71840006,C,neutrally positive
"""Donating an organ = +100 pts""
""Having an extra kid = -40 pts""

HMMMM I SEEM TO HAVE FOUND A WAY TO EXPLOIT THE SYSTEM",0.57108474,C,neutral
It is so sad that such a spiritual country with so much good culture and people has such a corrupt government.,0.39618358,C,neutrally negative
MrBeast be like: I Sold Fifteen Organs To Get The Highest Credit Score In China,0.54347497,C,neutral
This video made me really appreciate being an American citizen regardless of our political stupidity because it could be worse we could be like China and we are not.,0.71183622,C,neutrally positive
"So, how would they record you __esolving a dispute between neighbors_? I could see people taking advantage of this one. This was very informative, thank you so much!",0.843014,C,positive
Almost 20% of humanity lives under this system...,0.69776285,C,neutrally positive
"lool, he can actually talk about something that never exist and people actually believe it. What a world we lived in.",0.59015006,C,neutral
"I was wondering if there was any information on that. So I heard a while ago that the social credit score of others around you may effect your own which seems horrifying to me. So I guess an example would be if one of your close family members was rated low, your score might reduce. Or if you hire someone who is rated at a D, your score might be reduced. I don't know if that is actually a thing but if it is, that is the most horrifying part of this whole thing because that means that society would do everything they could to distance themselves from people with low scores and it just becomes a downward spiral.

Can anyone chime in and let me know if this is true or if maybe some element of it is true?",0.3967123,C,neutrally negative
"I wonder what this does to youths who have the tendency to be rebellious (or at least challenge the status quo). If they get to D rank, they will have to remain in that rank for the rest of their early professional lives and basically ruin the start of their adult lives.",0.86865073,C,positive
"And this is why the real problem of governance isn't left Vs right, despite people spending all their time banging on about it. The problem is authoritarians. Full stop. As you say in other videos it was all fine until the authoritarians started flexing. Then it all goes to shit.",0.10228276,C,negative
"""Lets escape China""

""No I love my country and its glorious leader."" 
*+1,000,000 points*",0.32729787,C,neutrally negative
I love how now every time people start a political Chinese arguments gets immediately shut down by -200 social credits memes. And I love it,0.8343429,C,positive
"Hi Laowhy
Could I ask you where did you find the documents listing Rongcheng's rule for che SCS?
I'm currently researching the system on my own but I can't find them on the net
Thank you :)",0.42049196,C,neutral
"""The closer the collapse of the Empire, the crazier it's laws are"" - Marcus Tullius Cicero",0.74620336,C,neutrally positive
I think this is more invasive compared to United Kingdom__ security. Wasn__ it about 10 years ago that majority of people outside of the country thought what UK was doing was considered invasion of privacy? I think this is similar but more extreme since Chinese Government loves to find ways to control people.,0.6651504,C,neutrally positive
"My Chinese friend, who worked as a school principal in the outskirts of Beijing, told me that if she wants to improve her social score, she could watch specific videos. I assumed they would be videos about how to be a responsible citizen, how to conduct yourself in a way that helps society. But she told me, no they were basically propaganda videos, about the great leadership in China.",0.69229186,C,neutrally positive
This is a certified bing chilling moment.,0.93197042,C,positive
"16:23 
it's literally impossible to get 1278 credit score 
but anyone can drop to 435",0.31087652,C,neutrally negative
"Credit Score Leaderboard (this month) :
1. Mao Zedong
2. John Xina
3. The Wok
4. Spongebob Squarepants",0.62865794,C,neutrally positive
Love how Lex keeps asking questions until he thinks we have a grasp on the information.,0.68541437,C,neutrally positive
"My thoughts: AI is nowhere close to taking developer jobs, and if it is, you__l still need someone to figure out how to make changes if the AI isn__ 100% perfect in the creation of any code an AI writes.",0.31464118,C,neutrally negative
"It took me a while but I went from coder to ML Engineer, capable of making and deploying models soup to nuts.  Half the data scientists out there are not that great at making models.  Almost zero business types know how to develop a good use case for AI/ML.  One would think that developers would at least use regression here and there to abstract away a lot of code, but they do not know how to validate models.  The lack of talent is a huge drag on the concept of cybernetic systems.  It's gonna be a while.",0.48700142,C,neutral
"As a software engineer who works close to this field, this is like stories we used to hear back 20 yrs ago that we would be having flying cars in 2020. We__e trying to perfect autonomous driving in 2020. I think AI will help software engineering to more efficient but no way replacing a 100%. Just an opinion.",0.80667222,C,positive
"I am working in a startup hub and every time the startup claims to use AI for something, I am meeting the devs from this company and ask them what is the use case. Every time is turns out some simple regression for marketing. I think first we need to learn to use the AI for complex problems. I just have seen to many startups claiming using AI and they were all collapsing the next month because they over promised the product. I like the idea that AI will help us to code and not replace us. Something like super advanced IDE. That will will allow devs to be more productive and help us to create more complex systems.",0.66395456,C,neutrally positive
"As a software developer for the past 30 years, I feel this is interesting but I__ not so sure it really is about to change anything.  Sure, there are very specific cases where it may make sense, but in my humble opinion, __lassic_ software will be with us for a very long time.",0.85856223,C,positive
"Lex, thank you for keeping the speaker honest. I thought he was trying to hide his explanation behind those fancy words, but you pulled him out",0.55864245,C,neutral
"The main thing I have against the idea of ""All developers will be left without a job camp"" is the assumption that mapping complex domains is achievable through AI without a massive improvement and discovery that allows AGI to rise. Most autonomous systems figure things out on their own, like killing drones or self driving cars. But they (the systems) are experts in very narrow domains, whereas writing software for complex domains is a very context dependent activity.",0.33928931,C,neutrally negative
This guy really did a great job explaining the programming going on behind the scenes.. so interesting!,0.67203259,C,neutrally positive
"I think I understand what he's saying and I agree with the sentiment. Machine learning systems are still fundamentally closed systems; it's not comprehensible to a human like assembly code is, but it's still at its base a computation. Waiting on that quantum business. I think he's saying that it's scary that you can basically have complete doorknobs who have no idea what they're doing, train super complex neural nets for example. Which even for the best and brightest would be very difficult to interpret. But now you have complete doorknobs able to implement killer drones if they have the right sponsorship.",0.78544992,C,neutrally positive
"As someone approaching end of life, I am always intrigued how people try to predict the future. People really don't make predictions, we make guesses, not the same. I have no doubt the future will be nothing like we envision. I am old enough to remember sitting in class in the 70's and 80's daydreaming as to what the year 2000 would be like. It's nothing like I imagined, much less futuristic LOL",0.65649641,C,neutrally positive
"Just take a minute, and think about how sad this would be to hear this guy try to explain this to Congress.",0.63138163,C,neutrally positive
"These discussions always come off as uninspired to me. AI taking over programming? I wonder the last time either of these guys wrote any production code. There's much more to writing an application than applying some logic to solve a problem. Understanding the problem is the hardest part! I just don't see an algorithm ever being able to do the hardest parts of programming, which doesn't involve writing any code or any algorithms, but instead requires creative thinking about understanding and solving real world problems.",0.46753436,C,neutral
"I sometimes wonder if we have it all wrong about AI. 
  
Imagine a 100 years from now humans look back at this era and are laughing at how crazy we got about artificial intelligence.

 Maybe in that time frame we find some limitation that keeps AI from advancing to this super human thing, and in the future people will be taught of some new law of physics based on these limitations.",0.43747914,C,neutral
"starting to love this channel,  some serious clever minds come on. To  hear the thoughts of some of the brightest minds, is absolutely amazing!!!! i wish i had this as  a teenager",0.85790491,C,positive
"I have a PhD in computer science, 1970. Academics have claimed for 60+ years that machines can write software using AI. Here we are in 2022, and AI writing software is largely a pipe dream. I have about 15,000 hours of Android mobile app development experience, and I can tell you that writing good software means learning and using more and more new technologies every year. There is no way that an AI system can learn and grasp new technologies as fast as a human developer. So AI just gets further behind good human developers every year. AI will never catch up.",0.23723863,C,neutrally negative
"AI is definitely present on this planet. Especially after the Plandemic hit the streets and everybody became more dependant on their electronic devices.

All that information is stored somewhere, and I'm sure some machines are coherently retaining this data.",0.73748416,C,neutrally positive
"After going through the comment section, it's evident that developers and programmers are burying their heads in the sand to make themselves feel better. I've been a developer for last 10 years and I was blown away last year after seeing the Git copilot AI programmer. This is only the beginning.. it's not a question of if AI will replace developers, but when. Mark my words, massive unemployment lies ahead in the future. I will revisit this comment after 15-20 years. I hope I'm wrong but fear that I will be right.",0.68334144,C,neutrally positive
"Hmm, there is a huge leap between me describing what I want to do to an AI and having it write what is essentially boiler plate code that I could write in my sleep, and me relating a problem to an AI and having it engineer a solution. The former is something you can actually do right now with various AI plugins for IDE's and the latter is what happens moments before the singularity is reached. Frankly, I'm bearish on the future of AI. Even if we can crack the problem of how to create truly thinking machines, I doubt we'll be able to produce them for decades to come simply because the cost in materials and energy are likely to be prohibitive for most applications.

I think this era we are in, of machine learning/predictive type ""A.I"" (imagine fingers and air quotes here) is going to last for a long, long, long time.",0.34470141,C,neutrally negative
"Ai: we'll take your programming jobs.
Programmers: we programmed it to say that.
Ai: we programmed the programmers to say that.",0.59494382,C,neutral
"The story of how the Vietnam War profoundly affected Americans of all stripes. https://youtu.be/pGeFPzFNkQg
 David Hoffman filmmaker",0.85617208,C,positive
I know what Marines felt in Vietnam.  I was one.  Semper Fi.,0.85648251,C,positive
"I worked with a Vietnam vet. Carpooled and hour each way with him, worked side by side for 60 hours a week for over a year It was the only thing he ever talked about, it helped him. 18 months over there and it's all you can talk about the rest of your life, that says a lot. He said not a lot of people like listening and appreciated that I did, he said it helped him sleep better at night. I haven't seen him in a long time but I hope he's doing well and I hope he still has someone to talk to.",0.87978101,C,positive
"My grandfather was a South Vietnamese soldier during the war. He was captured, but escaped and moved to America to be safe.",0.86512202,C,positive
"I hit in country as a 17year old Corpsman in Nov.71, thank you to my Marines who kept my young ass alive. I lost 6 on my tour, doesn't matter how many I saved. IT's the six that sometimes come to me 50yrs later. Semper FI my Marines.",0.77847427,C,neutrally positive
"As a US History teacher I feel it is important to teach about this war from the soldiers perspective.  They were brave, fierce and amazing young men thrust into a war with one hand tied behind their backs.  Thank you to all who served! Thank you for the comments below as I like to read them to my students.!",0.70754528,C,neutrally positive
My father was a marine at Vietnam. Got himself a few purple hearts. But he says it was a civil war and the US shouldn't have ever got involved. I agree. Thanks for the short film though!,0.79164565,C,neutrally positive
"From watching this video I didn't feel the extreme heat, I didn't feel the high humidity, I didn't feel the never ending sweat on my forehead and body, I didn't feel the on going fatigue and exhaustion, I didn't feel the overwhelming desire to just lie down on the ground and get some sleep, I didn't feel the ringing in my ears from the gunfire, explosions, mortar fire etc. I didn't feel the desire to kill the enemy, and I didn't feel the sympathy for some of the prisoners taken, I didn't feel the sadness for our troops who were killed, I didn't feel the sympathy I had felt for a captain who after we told him of one of his troops being killed said ""I can't believe it,"" I didn't feel the love I had for the Vietnamese people, I didn't feel the hernia I gave myself after lifting a 120 lbs. box of M-60 ammo, (at age 19, I probably weighted 145 lbs.) I didn't feel my guts spilling out all the time through my hernia, and I didn't myself pushing my guts back in all the time and I didn't feel the pain I had before finally having surgery at Vung Tau. I didn't feel the taste of pork slices C-rations and boned chicken heated up with Tabasco sauce added. Mainly, this video made me feel like I was being entertained for a few minutes.",0.47219726,C,neutral
"My grandfather was  in Vietnam, 70 and 71 as a tunnel rat and reconnaissance for the Australian Army, barely 18. Left him with brutal ptsd to this day. God bless all the men who fought in Vietnam. Thank you __",0.76436031,C,neutrally positive
My dad was there 1/27 Marines. Awarded a purple heart. He was shot in the head. Blind in 1 eye. He is my hero. I love him very much.,0.92754036,C,positive
"As a combat vet myself, I have the most utter love, sympathy, and respect for all Vietnam combat war vets. I cant even imagine the pure hell  yall went thru day in and day out. May u all rest in peace in ur final days  here on earth and when this life is over and God calls u all to help protect heaven and to tell him ur stories when its time to check outta this life on earth.",0.93643361,C,positive
"My father was an MP in Saigon during the Tet Offensive. He and many others had to go house to house clearing the city of VC. He served from 68-69 if I recall correctly. He was drafted. Died of cancer at the age of 43 in 1990. Always felt his life was owed for the lives he was forced to take. He didn't talk about it much. Had pictures of the city, it's people, and the beautiful countryside. He was my hero, and I miss him to this day.",0.96007627,C,positive
"I was in Iraq and Afghanistan so I know what warfare is like but I still can__ imagine being in Vietnam, it has to be hell fighting an enemy you can__ see in a dark jungle for years in",0.52092516,C,neutral
"Had a brother from my M/C, who was a Force Recon Marine in Vietnam. He served in Nam from 1967-1972. 5 years straight and was shot 6 different times and lived. Comes home and him and his wife get killed in a motorcycle crash in 2013.",0.8942607,C,positive
"I was a Marine platoon commander in Vietnam 1968-69.  Hard year.  Lost a lot of good Marines.  Firefights were a challenge, but the mines and booby-traps were worse.  Never knew when you might trip one.

This is an old film as the Marines are carrying M-14 rifles so it's likely 1966.  M-16's were being issued in 1967.",0.73495257,C,neutrally positive
Vietnam vets are of the ultimate badasses I give them all my respect and jump at the opportunity to hear they're story My two great uncle's were marines one was a tunnel rat he is just another breed but unfortunately suffered quite a bit when he returned due to his experience and significant hearing loss along with the psychological trauma but a total badass,0.78596956,C,neutrally positive
"My Uncle never speaks about his experiences. 5'2 130 lbs with two purple hearts and nothing but his sisters to tell me that he hates tunnels and received his second purple heart after asking to return back to the fight after the first one they gave him. As a service member myself , I respect that his story will leave with him one of these days",0.92723727,C,positive
My father was a Marine Vet & served in Vietnam. He rarely talks about it. When I was a kid I never heard him say a word about Vietnam until I was in high school & took US history & we started discussing the war in school. Then I started to ask questions & he would answer them but would mostly direct the conversation back to his time in boot camp. Over the years I was able to get a few stories out of him but he would always change conversation if I tried to dig too deep. All I know is he was there & definitely saw something no young 19 year old should see. I also know that my family is very proud of him & his service to our country. God Bless All the men & women who proudly serve the United States of America. Can__ thank u enough.,0.68913621,C,neutrally positive
"Dad did not even get to enjoy one month out of high school , hair was cut and off to the US Army , he missed my birth and mom was off to Woodstock with me as a little baby . Mom Is gone now but Dad is still here. Mom always said the most important holiday's are memorial day and veterans day. Dad always says that he is in forever dept to my mom.",0.86893857,C,positive
My grandfather served in Vietnam in 1959 through 1966 around this time was the early years of the Vietnam War he told me his time in Vietnam was terrifying and he was very lucky to survive because his unit was not very fortunate they were not able to supply is unit with M14s at the time he was using m-1 garands and Thompson submachine guns the early guns from the World War II era eventually his unit was able to acquire guns like the m14 and m16 he was in the CIA and was with the Navy Seals for a short time then got transferred to macv sog eventually he got injured in the war and got sent home and he is unfortunately not alive today to tell the tale,0.89758366,C,positive
